,Population,Age,Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,timely_responses,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,evidence_of_active_listening,Churn,Area_Rural,Area_Suburban,Area_Urban,Gender_Female,Gender_Male,Gender_Nonbinary,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Tenure
9090,-0.6233076999023617,-0.970071930586431,-0.04084592357288879,-0.2324196400738169,0.07301119143062365,0.986202794872424,0.005867974104602262,-0.6258635316811727,0,1,0,1,1,1,0,1,1,1,0,1,0.11340420143821991,1.2497396061285522,1.4543067198989672,0.4783542977305066,2.444729508184329,-1.45988609539888,1.4706742426431563,2.421497297764406,0.47693122604458105,0.4903839162092966,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1.0562179887933145
4699,-0.6109739773790628,-1.115014545125403,-0.9723379092716081,0.985105117568584,-0.07877868574979253,0.6557058797007002,0.005867974104602262,-0.6258635316811727,0,0,1,1,0,1,0,1,0,1,1,1,1.1649762616921084,-0.627744043882157,2.417934284104485,2.4114894673829887,1.4718964368813727,0.4898783058016274,-0.48098688487745467,1.453943336936338,0.47693122604458105,0.4903839162092966,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,-0.6864176784448355
8918,-0.6416697025353628,-1.4048997742033467,-0.04084592357288879,0.9873921181091921,-0.3975106457482213,0.986202794872424,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,1,0,0,0,0,0,0,-1.3425883770865557,0.4897856816516982,0.49067915569344955,0.4783542977305066,0.4990633655784165,1.4647605064018812,-1.45681744863776,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.6535708928916467
3802,-0.6370965245211059,-0.5835582918158394,-0.5065919164222484,-0.4207487619679512,0.1848171362919342,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,0,0,0,1,1,0,0,0,0,1,0,1,-0.06241399879220118,-0.8937219859848867,-1.436575972717586,-2.4213484567482166,-2.4194358483304526,1.4647605064018812,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,-0.7727327228312406
6068,-0.6547656213943711,-1.6947850032812906,0.8906460621258305,-1.0222869993699044,1.505993630382976,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,0,0,1,1,0,0,1,1,0,1,0,1,-0.0038871105542223226,1.0494936201528717,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,0.47693122604458105,1.462596279828045,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1.0205202629937895
5810,-0.5299040034899636,-1.3082713645106987,-0.5065919164222484,0.2930901031584351,-0.25404505585472636,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,0,1,0,1,0,0,1,0,1,0,1,0,0.22873700980945702,0.848746707387479,-0.47294840851206826,-1.4547808719219755,0.4990633655784165,-1.45988609539888,1.4706742426431563,-1.4487185455478664,-0.4954056262379492,0.4903839162092966,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.9484818885116345
3536,0.6007796152470636,-1.6464707984349665,-0.9723379092716081,-0.4050684989964018,1.0119969804603182,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,1,0,1,0,1,1,1,0,0,1,0,0.28769006470936315,-1.1409598910482617,-0.47294840851206826,0.4783542977305066,-1.446602777027496,1.4647605064018812,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-1.1267109724907616
3825,-0.4931107076479877,0.7692394438812314,-0.5065919164222484,-0.22147863516160782,0.036191711452101885,1.6471966252158718,-1.0058516991026796,-0.6258635316811727,0,0,0,1,1,0,0,0,0,0,0,1,-1.109992202077757,-0.9143160139291265,2.417934284104485,1.4449218825567476,1.4718964368813727,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-0.9076122708577635
8642,-0.6351563883938454,-0.5352440869695154,-0.9723379092716081,0.28116145729327313,0.8420299003002708,0.3252089645289763,-1.0058516991026796,0.9466579047036832,0,1,0,1,0,0,0,1,0,1,1,0,1.106344578373327,0.9267277206125782,2.417934284104485,2.4114894673829887,1.4718964368813727,-1.45988609539888,0.4948436788828508,0.48638937610826977,1.4492680783271112,0.4903839162092966,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.9125557359936416
8608,-0.6282273307964865,1.6872093359613867,-0.9723379092716081,-0.8494292641380596,-0.7905580064556953,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,0,0,1,1,0,1,0,1,0,0,1,-0.5853507671111255,1.035365493364695,-0.47294840851206826,-1.4547808719219755,0.4990633655784165,0.4898783058016274,-1.45681744863776,0.48638937610826977,2.4216049306096417,-0.4818284474094517,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.2852278761352844
4810,-0.6609324826560206,0.18946898572534393,-0.9723379092716081,-0.37879157558852,0.7927972452701237,-1.9882694416730908,-1.0058516991026796,-0.6258635316811727,0,1,0,1,0,0,0,0,1,0,0,1,-1.5756642806874692,-1.1882675362714155,-0.47294840851206826,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-1.156652987907776
1946,-0.6636348151189906,1.349009902037119,0.4249000692764709,-1.1099802956457026,-0.6425418904117434,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,0,0,0,0,0,0,0,1,0,0,0,1,-1.109587460187905,-1.3737781469903523,-2.4002035369231036,-2.4213484567482166,-0.4737697057245398,1.4647605064018812,-1.45681744863776,0.48638937610826977,1.4492680783271112,-1.4540408110282002,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-1.1585381114346203
8600,-0.323418087088668,-0.3903014724305436,0.4249000692764709,-0.44829312837973007,0.22746684331825529,-0.6662817809861953,0.005867974104602262,0.9466579047036832,0,0,1,0,0,0,1,1,0,0,1,1,-0.23669753328377097,1.5060555995412837,-0.47294840851206826,-1.4547808719219755,-1.446602777027496,-1.45988609539888,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,-1.4540408110282002,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1.3836147431268193
7136,-0.6510932208677709,-1.5015281838959946,0.4249000692764709,-0.9874826740393279,-1.6332321410532995,-0.9967786961579193,-1.0058516991026796,2.519179341088539,1,0,0,1,0,0,0,0,0,1,1,0,0.0584124005926196,1.4270409747934165,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,-2.4162725063759347,-1.4677424785204796,-1.4540408110282002,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1.3835731422343833
5335,-0.6544191685145032,-0.6318724966621634,-0.5065919164222484,-0.5003756736420016,1.4195315312821852,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1,1,0,0,0,0,1,0,0,0,1,0,-0.06257468458276387,0.7590058403646627,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,0.4948436788828508,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.8431722548287802
3488,-0.4578418044774309,0.2377831905716679,-0.9723379092716081,-0.4606310157744102,0.8585763198872239,-0.0052879506427475865,0.005867974104602262,2.519179341088539,0,0,0,1,1,0,0,0,0,0,1,1,-0.2952244215217505,-1.1372198699002856,0.49067915569344955,1.4449218825567476,1.4718964368813727,0.4898783058016274,0.4948436788828508,0.48638937610826977,0.47693122604458105,0.4903839162092966,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,-1.2085691998134944
1610,-0.6025205271102849,-1.1633287499717269,-0.9723379092716081,-0.7531053689854162,0.43937530664355634,-1.657772526501367,-1.0058516991026796,-0.6258635316811727,1,0,0,1,1,0,0,0,1,0,1,0,-0.003914007958294369,-1.1397028283443398,-0.47294840851206826,0.4783542977305066,-1.446602777027496,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,-1.2189742819446063
7461,-0.6389673700723928,1.0108104681128514,1.82213804782455,0.8511178804380728,-0.9536501232053145,-0.9967786961579193,0.005867974104602262,0.9466579047036832,1,1,0,1,1,1,1,1,0,1,1,0,1.9800793865066804,1.2152951170572015,0.49067915569344955,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.8863377190105388
8473,1.7888358308902224,0.3827258051106398,-0.5065919164222484,-0.4286204554087753,0.549352502500753,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,1,0,0,1,1,0,0,1,0,1,1,1,1.1070245820087516,0.7479509417939076,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,0.4948436788828508,1.453943336936338,0.47693122604458105,-0.4818284474094517,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0.7135775329013827
4677,1.134594212547594,-0.9217577257401072,3.6851220192219887,0.8428525491309011,-0.0665604116599955,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,0,0,1,1,0,1,0,1,1,1,1,0,1.456285627304756,-0.9134291240405333,-0.47294840851206826,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-1.45681744863776,0.48638937610826977,1.4492680783271112,0.4903839162092966,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-1.1343054423189534
4959,-0.6037677574778095,-1.115014545125403,-0.5065919164222484,0.17995609796921244,-0.03481675759254043,0.986202794872424,0.005867974104602262,-0.6258635316811727,0,1,1,1,0,0,0,1,0,0,1,0,-1.0511206544629188,-0.654568889059366,0.49067915569344955,0.4783542977305066,0.4990633655784165,-1.45988609539888,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-0.5935928507720238
5867,1.4184777023113886,0.3344116002643158,-0.04084592357288879,-0.6766460009349833,-0.8494987456017459,0.986202794872424,0.005867974104602262,-0.6258635316811727,0,0,1,0,0,0,1,0,0,1,1,1,0.8728331929921934,1.3843235435406642,0.49067915569344955,0.4783542977305066,1.4718964368813727,0.4898783058016274,-0.48098688487745467,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1.177969051546827
8763,-0.6708410350202438,-0.3903014724305436,0.4249000692764709,-0.16970177984599516,-0.5996373927183853,-0.0052879506427475865,2.0293073205191656,0.9466579047036832,0,0,0,1,1,0,1,1,0,1,0,1,0.7530943336681376,0.15723695855843026,1.4543067198989672,0.4783542977305066,0.4990633655784165,-2.4347682959991337,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.14245892471080254
4761,-0.6740976920910025,-1.5015281838959946,-0.9723379092716081,-0.8934737950952577,1.0651310150884452,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,1,1,1,0,0,1,1,0.28769006470936315,-1.0701101836981695,1.4543067198989672,0.4783542977305066,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-1.4487185455478664,0.47693122604458105,0.4903839162092966,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-1.0886926354541646
2194,-0.676037828218263,1.349009902037119,-0.9723379092716081,-0.4981071137942317,0.17878864792089535,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,0,1,0,1,1,0,0,0,1,1,0,1,-0.23686054785390712,-1.183918355604375,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,0.47693122604458105,0.4903839162092966,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-1.2232745858237966
8003,-0.6244163491179391,-0.5835582918158394,0.4249000692764709,-0.6359183122876483,0.9819116647491102,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0,0,0,1,1,1,1,1,1,0,1,0,0.8702249598700171,1.3245238332096814,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1.0865760509536844
5701,0.3243795076884166,0.2377831905716679,-0.9723379092716081,-0.8607738365204521,-0.4021580255794066,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0,1,0,1,1,1,1,0,0,1,1,1,2.154202235207688,1.4235951438983987,-0.47294840851206826,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-1.4677424785204796,0.4903839162092966,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1.3659003267476124
5113,-0.3741387887013352,-0.14873044819892378,-0.5065919164222484,0.02977474086864944,0.6495147950735196,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0,1,0,0,1,0,1,0,0,1,0,1,0.46146126769479134,0.608038289932941,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,2.4396427070021347,-1.45681744863776,1.453943336936338,-0.4954056262379492,0.4903839162092966,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.6941336539666225
557,0.15011370911484,0.044526371186372066,-0.5065919164222484,0.40414243782922565,-0.4117776609505429,0.3252089645289763,0.005867974104602262,0.9466579047036832,0,1,1,1,0,0,1,0,0,0,1,1,-0.06257391608550461,-1.377368975043589,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,1.4647605064018812,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,-1.2523841584200606
8065,-0.5105026422173586,0.4793542148032877,-0.9723379092716081,-0.6956789237159462,-0.5437508860586431,-1.9882694416730908,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,1,1,0,0,1,1,0,0.6409193503983929,0.6897449075442468,0.49067915569344955,2.4114894673829887,1.4718964368813727,0.4898783058016274,-1.45681744863776,1.453943336936338,1.4492680783271112,0.4903839162092966,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.6665238980365621
5139,1.9949060038356765,0.4793542148032877,-0.9723379092716081,-0.6181194974119909,-0.4841199286788069,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,0,1,0,1,1,1,0,0,0,1,1,0,1.630326968720695,0.9304335861718875,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,2.4396427070021347,-1.45681744863776,1.453943336936338,1.4492680783271112,1.462596279828045,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.919451651199843
1207,-0.6361957470334493,1.4456383117297669,0.8906460621258305,-0.5716581718069028,1.0937346869671107,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,1,0,1,1,0,0,0,1,0,0,1,-0.8186824405725818,-0.8307424272017507,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,1.453943336936338,-0.4954056262379492,-0.4818284474094517,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,-0.8087775343311091
7033,0.9353838066235254,0.28609739541799184,-0.9723379092716081,-0.7915730088739833,0.3632052821475346,0.986202794872424,2.0293073205191656,-0.6258635316811727,0,0,0,1,0,1,1,0,0,0,0,1,-0.8187107818199896,1.0642072322237661,0.49067915569344955,1.4449218825567476,0.4990633655784165,0.4898783058016274,-1.45681744863776,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.2329465218509554
7309,0.059897379197226985,0.18946898572534393,0.4249000692764709,-0.9678326973057122,-1.2676782493008565,-0.9967786961579193,1.0175876473118841,2.519179341088539,0,0,0,1,0,0,0,0,0,1,1,1,0.8147138411795543,1.11893121668673,0.49067915569344955,1.4449218825567476,1.4718964368813727,-1.45988609539888,1.4706742426431563,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1.1257818665553765
1510,-0.5822876789259969,-1.066700340279079,0.4249000692764709,-0.1995650633821399,-0.36178562472805226,0.6557058797007002,0.005867974104602262,-0.6258635316811727,1,1,0,1,1,1,0,1,1,0,1,0,0.055803934592485276,-0.5735908521283274,3.3815618483100027,2.4114894673829887,2.444729508184329,0.4898783058016274,0.4948436788828508,1.453943336936338,2.4216049306096417,1.462596279828045,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,-0.5707597338938364
6769,-0.6031441422940472,-0.7285009063548112,0.4249000692764709,0.48317250938700346,1.9908702594366272,-0.3357848658144715,1.0175876473118841,0.9466579047036832,0,1,0,1,0,0,1,1,1,1,1,0,1.4557756245781879,0.5977416253590623,1.4543067198989672,1.4449218825567476,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,0.47693122604458105,0.4903839162092966,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.29583612046412755
3829,1.7266128936659393,1.5905809262687387,-0.5065919164222484,-1.0852421062036601,0.3798760351066881,0.6557058797007002,1.0175876473118841,-0.6258635316811727,1,0,0,1,0,0,1,1,0,0,0,1,-1.0514676426193512,-0.48045463962498564,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,-1.4677424785204796,-1.4540408110282002,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.4937715093713014
3732,-0.3417107991456955,1.4939525165760907,1.3563920549751902,0.7132389478613477,-2.5874407033102194,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,0,0,1,1,0,0,1,1,1,0,0,1,-0.29440003355277666,-0.5156154870737547,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,-1.45681744863776,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-0.36226087725225004
7957,1.167160783255181,1.5422667214224148,-0.04084592357288879,0.8880822492316425,-1.1386591891486835,-0.6662817809861953,2.0293073205191656,0.9466579047036832,0,1,0,1,0,0,1,0,0,0,1,0,-0.8188737963901257,0.6212958723549578,0.49067915569344955,0.4783542977305066,0.4990633655784165,1.4647605064018812,-1.45681744863776,0.48638937610826977,2.4216049306096417,0.4903839162092966,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.7961477405886651
3211,-0.20791069694069494,-0.5352440869695154,0.8906460621258305,0.07342882561787588,0.9769752938365932,1.316699710044148,1.0175876473118841,0.9466579047036832,0,0,0,0,0,1,0,1,1,1,0,1,-0.6435795715637128,-0.9120662434593604,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,0.4898783058016274,-1.45681744863776,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.1057420426582825
3630,-0.5093939930017811,-0.4386156772768675,-0.9723379092716081,-0.41796563586426205,-0.28000250360886453,0.6557058797007002,0.005867974104602262,0.9466579047036832,0,0,0,1,1,1,0,0,1,0,0,1,-0.7600511531463281,-0.9654893846348863,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-2.4347682959991337,0.4948436788828508,-0.48116458471979834,0.47693122604458105,1.462596279828045,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,-1.019554297002732
1708,-0.5582438490631615,-0.3903014724305436,0.4249000692764709,-0.18827155753376007,-0.812796578192329,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,0,0,0,1,1,0,0,0,0,0,1,1,-0.29522481741427764,-0.5812756845359665,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,1.4706742426431563,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,-0.6721702025341376
1845,-0.26826278861369107,-1.2599571596643748,0.4249000692764709,0.11797905711328244,0.5383185306640612,1.6471966252158718,0.005867974104602262,-0.6258635316811727,0,0,0,1,0,0,0,1,0,1,1,0,0.35004344052773684,-0.558551744591558,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,-1.45681744863776,1.453943336936338,-1.4677424785204796,1.462596279828045,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,-0.6508051452219811
266,-0.2616108933202265,-1.4048997742033467,-0.9723379092716081,0.3016994243127754,0.42663606900351475,0.6557058797007002,0.005867974104602262,-0.6258635316811727,0,1,1,1,1,0,1,1,1,1,1,0,2.6785137519721602,-0.7381670242737763,-1.436575972717586,-1.4547808719219755,-1.446602777027496,1.4647605064018812,0.4948436788828508,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.8724627733426512
5985,0.36761682709593624,-1.211642954818051,-0.04084592357288879,-1.2574459060971763,0.9209883123706669,1.316699710044148,0.005867974104602262,-0.6258635316811727,1,0,0,1,1,1,0,0,1,1,1,1,1.1653348937464076,0.5883232006075625,-0.47294840851206826,0.4783542977305066,0.4990633655784165,-1.45988609539888,0.4948436788828508,0.48638937610826977,-0.4954056262379492,-1.4540408110282002,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.49102561682524004
1140,-0.27283596662794796,0.14115478087901998,2.7536300335232693,-0.3408413389855394,0.3810407229302379,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,1,1,0,1,0,1,1,1,1,1,0,0,-0.11970185985816846,-0.9285088780105446,0.49067915569344955,0.4783542977305066,1.4718964368813727,0.4898783058016274,-1.45681744863776,0.48638937610826977,0.47693122604458105,0.4903839162092966,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,-1.2013573524538113
3162,0.23790486887337742,1.6388951311150628,0.4249000692764709,-0.1013981628318316,0.36459647177162025,-1.9882694416730908,0.005867974104602262,-0.6258635316811727,0,0,0,1,0,1,0,0,0,1,0,1,-1.5170652002827154,-1.3665849043622698,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-1.2497113478631274
6207,-0.5107798045212529,0.18946898572534393,-0.04084592357288879,-0.6755314029044156,0.5650151470366565,-0.9967786961579193,1.0175876473118841,-0.6258635316811727,1,1,0,1,0,0,0,0,0,1,1,0,0.8147138411795543,0.6301884268975796,1.4543067198989672,-0.48821328709573447,-0.4737697057245398,0.4898783058016274,1.4706742426431563,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.6470508984770964
2046,1.4412050112307258,0.044526371186372066,-0.9723379092716081,-0.2741718510597807,0.4965309814838336,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,1,1,1,1,0,1,1,1,0,1,0,1,0.054742243984985645,-0.6015149696129023,2.417934284104485,1.4449218825567476,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.5680642740335686
3730,-0.6525483229632163,-1.4048997742033467,-0.9723379092716081,-0.9218065011258567,0.5355582189092741,0.6557058797007002,0.005867974104602262,-0.6258635316811727,0,0,0,1,1,1,0,0,1,0,1,1,0.05471662740967837,-0.9721367907407945,-1.436575972717586,-1.4547808719219755,-1.446602777027496,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,-1.092246183686067
1909,-0.36395307403321764,-0.003787833659951896,-0.5065919164222484,-0.7719758718179223,-0.10204183571302358,-0.3357848658144715,-1.0058516991026796,0.9466579047036832,0,0,0,1,1,0,0,0,0,0,0,1,-0.6442373353542117,-0.5607181715680971,-0.47294840851206826,-0.48821328709573447,0.4990633655784165,0.4898783058016274,0.4948436788828508,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,-0.3463593857863312
7307,-0.5105719327933321,-1.066700340279079,1.82213804782455,-0.46749910997040245,-0.009975621899081355,0.986202794872424,-1.0058516991026796,0.9466579047036832,0,1,1,1,1,0,1,0,1,1,1,0,2.3868822462811274,1.0814776170641935,-0.47294840851206826,0.4783542977305066,0.4990633655784165,0.4898783058016274,0.4948436788828508,-1.4487185455478664,-1.4677424785204796,0.4903839162092966,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.9491664122871762
2660,0.9777203485433884,-0.5835582918158394,0.4249000692764709,-0.7600993563728982,-1.3397203655154715,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,0,1,1,1,0,0,0,0,0,0,1,1,-0.5864499510697564,-1.2287656303047658,0.49067915569344955,1.4449218825567476,0.4990633655784165,0.4898783058016274,0.4948436788828508,1.453943336936338,1.4492680783271112,2.4348086434467935,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,-1.1451928875164241
656,-0.6619025507196508,1.397324106883443,0.8906460621258305,4.719298960882456,-0.4629952818021067,-0.6662817809861953,0.005867974104602262,0.9466579047036832,0,0,1,1,1,0,1,1,0,1,0,1,0.2873377436477077,-1.0604773533587761,-1.436575972717586,-1.4547808719219755,-1.446602777027496,0.4898783058016274,-2.4326480123980656,0.48638937610826977,0.47693122604458105,-1.4540408110282002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,-1.23478182747662
